text,sentiment,predicted_sentiment,confidence
"RT @hiphughes: ""America is stupid. Mexico is really smart. Elect me or you're stupid too."" ~Donald Trump #GOPDebate",Negative,Negative,0.8276969194412231
RT @LisaVikingstad: Ted Cruz at the #GOPDebate will be like Ted Cruz in bed. He will keep a confusingly sad look on his face and refuse to …,Negative,Negative,0.8608596324920654
search the #GOPDebates hashtag for a good laugh,Neutral,Neutral,0.4448655843734741
"Oooh, so Fox News also doesn't want Trump to be president. #GOPDebate",Neutral,Negative,0.6858062744140625
"SHOVEL COW MANURE?
#GOPDebate  https://t.co/WMnt3c3LAB",Negative,Negative,0.5738482475280762
"RT @SalMasekela: Ben Carson, solidifying the black vote. #GOPDebates",Positive,Neutral,0.719836413860321
The winner of the GOP debate was ... Hillary Clinton! #GOPDebate,Negative,Neutral,0.7924093008041382
"Watching the #GOPdebates Interesting so far! Must say though I disagree with Trump on many issues, he is the most entertaining of the bunch.",Positive,Positive,0.9304123520851135
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.7641467452049255
"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",Positive,Neutral,0.5173656344413757
"The GOP debate, charted word by word http://t.co/iIDQMXpor9 #gopdebate",Neutral,Neutral,0.7596756815910339
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative,Negative,0.6536529660224915
RT @SupermanHotMale: Donald Trump: I have never gone bankrupt... Really donald? REALLY DONALD? You fucking liar... #GopDebates,Negative,Negative,0.7944757342338562
"@tedcruz gets my vote after tonight, but Dr. Carson is a very close second. #GOPdebates",Positive,Neutral,0.5689181685447693
RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,Positive,Positive,0.9709572196006775
RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative,Neutral,0.7790413498878479
RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive,Positive,0.9728922843933105
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative,Negative,0.6536529660224915
"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agai…",Negative,Negative,0.7319796681404114
Jeb Bush Outdone by Kasich (and everyone else) In First Republican Debate. #GOPdebate http://t.co/TX6T6TTMZb,Negative,Neutral,0.7591166496276855
But the sound bite Rush Limbaugh played was @CarlyFiorina on Hillary Clinton. #GOPDebate  Carly: Democrat party is undermining US fabric.,Negative,Negative,0.7053282856941223
"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him …",Negative,Negative,0.7144516110420227
RT @amphetamine47: I presume Megyn Kelly spent all night rolling her eyes to make up for all the times she couldn't during #GOPDebate.,Negative,Negative,0.5355145335197449
"Forget the #GOPDebate, we need a show called 'Toupee Wars' between @realDonaldTrump and @FrankLuntz. http://t.co/Z8g1MTeElg",Negative,Neutral,0.5764575600624084
"RT @JackeeHarry: I'm turning off the #GOPDebate, so I'll just leave this here.. http://t.co/MOA3vxg5w6",Negative,Neutral,0.6151545643806458
"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",Neutral,Neutral,0.7526748776435852
#GOPDebate: We gave each Republican presidential candidate a theme song http://t.co/DZjpdUaFlm,Neutral,Neutral,0.785841166973114
"#MarcoRubio speaks from a true American position. He's not perfect, but trying hard, giving it his very best  #FOXNEWSDEBATE #GOPDebates",Positive,Neutral,0.5363827347755432
RT @SaraJBenincasa: why is this not a rap battle #GOPDebate,Neutral,Neutral,0.507498562335968
This is the part where political reporters get crazy looking for who touches who. #MediaIdiocy #GOPDebates,Neutral,Negative,0.52360999584198
Is this a pity party? #GOPDebates,Negative,Negative,0.7380660772323608
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative,Negative,0.5474497675895691
RT @AmiraMitch: They were a mess!!! #GOPDebate  https://t.co/93SdCTvcQ9,Negative,Negative,0.9166114330291748
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative,Negative,0.9130575060844421
"RT @riceowlett: Last night, @HoustonYR President John Baucum gives his thoughts on #GOPDebate to @MyFoxHouston at the #YRWatchParty http://…",Neutral,Neutral,0.9588735103607178
RT @skepticalbrotha: #FoxNews created the wilfully ignorant monster they conspired 2 destroy in the #GOPdebate. They failed. I couldn't be …,Negative,Negative,0.9353288412094116
"RT @ChristiChat: #WakeUpAmerica

@SheriffClarke I Agree!

@CarlyFiorina is a FORCE!

#TCOT
#SisterPatriots
#Carly2016
#GOPDebate http://t.c…",Positive,Neutral,0.7111556529998779
RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Positive,Negative,0.4847528338432312
ٌR▀█▀ 4 exotic designs for diamond rings http://t.co/9Whr8sL3Tp #YouTube http://t.co/dJb1fKJs3j #GOPDebate #Chemieunfall #Compton #Lion…,Neutral,Neutral,0.901422381401062
"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates",Positive,Positive,0.9101929664611816
RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative,Negative,0.5827814340591431
"Literally I'm still pissed about the whole gay marriage issue. It's constitutional, please leave it at that, Republicans #GOPDebates",Negative,Negative,0.9327549934387207
"Being a ignorant close minded stupid fuck is the prerequisite for joining #GOP

#GOPDebate",Negative,Negative,0.9139834642410278
There were quite a few Social liberals on last night’s #GOPDebate stage …jus saying @Varneyco,Negative,Neutral,0.8874244689941406
The Left always tells us of whom they are most afraid. #GOPDebate  https://t.co/ib6o7f755V,Neutral,Negative,0.6587468385696411
"RT @TheJimHughes: Note to Kasich - the question wasn't about ""love"" it was about ""gay marriage"" #TheBigDodge #GOPDebate",Neutral,Neutral,0.6460036635398865
RT @DeborahPeasley: Multiple shots of Scott Walker nodding behind Ben Carson was one of the best parts of #GOPDebate. The real strength of …,Positive,Positive,0.9442789554595947
RT @BettyFckinWhite: We must repeal and replace Benghazi. #GOPDebates,Negative,Negative,0.7722291350364685
RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative,Neutral,0.7641467452049255
Why is everyone giving @megynkelly a hard time on #GOPDebate? She did a great job asking tough questions. We need that now more thanever!,Positive,Negative,0.45054125785827637
"I don't really think anyone ""won"" the #gopdebate last night. Some people lost and a few will rise in polls. But nobody stood out overmuch.",Negative,Negative,0.6359941959381104
#GOPDebate really captured the schism b/t Fox News' very professional production design team &amp; intellectual dimwit (but entertaining) hosts.,Negative,Positive,0.46068689227104187
RT @MiaHoll18: @BradThor If Mr. Trump runs as an Independent the Republicans can't win either. #GOPDebate,Positive,Negative,0.6564238667488098
RT @saladinahmed: Clear winner of last night's #GOPdebate. http://t.co/MdueysEDLR,Neutral,Positive,0.6107820868492126
"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Negative,Negative,0.9088008403778076
RT @JimKilbane: #unions #teamsters #Walker16 #GOPDebate who side is this turd on????????????????????????????????????????????????????? http:…,Negative,Negative,0.5984792113304138
RT @LittleLadyCassy: #GOPDebate Loving Fiorina. Smart and on point!,Positive,Positive,0.96990966796875
#GOPDebate: @FoxNews Failed https://t.co/GCLQY4kaq5,Negative,Negative,0.8362824320793152
RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative,Negative,0.6536529660224915
Who needs coffee in the morning to get fired up when you can just talk to your co-workers about the #GOPDebate?,Negative,Neutral,0.6558982729911804
I love how @megynkelly who holds the highest position of any media figure on Fox is asking questions about a Repub war on women #GOPDebate,Negative,Positive,0.5995611548423767
RT @SpudLovr: #Walker16's Rejection of Medicaid Money Costing Wisconsin Nearly $400 Million http://t.co/WVCiloZKpf #wiunion #GOPDebate #p2 …,Negative,Negative,0.6749045252799988
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative,Neutral,0.4894941449165344
"Wait, they haven't hit social issues yet? #GOPDebates - the gift that keeps on giving.",Negative,Neutral,0.6113501191139221
"RT @DamienFahey: If Marco Rubio does a good job answering tonight, his mom says they can stop for pizza on the way home. #GOPDebate",Negative,Positive,0.5857650637626648
"I rarely say it: Props 2 @FoxNews for asking tough Qs at #GOPdebate. W/ their ""special"" link to conservatives, only they could - &amp; they did",Positive,Neutral,0.5592815279960632
RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. #GOPDebates http://t.co/o…,Negative,Neutral,0.5291383862495422
"Didn't catch the #GOPDebates last night. Who won, Phil Robertson or Ted Nugent?",Neutral,Neutral,0.776231586933136
"RT @ryanbhorn: @Nielsen to release ratings this afternoon. The rumor: 10 mil viewers, 16 share.  Making @foxnews undisputed winner of  #GOP…",Positive,Neutral,0.9035094976425171
RT @FoxNews:.@marcorubio at the #GOPDebate: http://t.co/wZgYI37ffl,Neutral,Neutral,0.8933860063552856
"RT @DanScavino: #GOPDebate Winner!
Drudge 50% (187K) @realDonaldTrump 
TIME 46% (25K) @realDonaldTrump 
FOXSD 49% @realDonaldTrump http://t…",Positive,Neutral,0.8118849992752075
The mainstream media wants to limit our options to establishment puppets. We know who won! #StandwithRand #GOPDebate http://t.co/UYEQy2Nh7A,Positive,Negative,0.5110102891921997
"Yes &amp; add I've got the best hair! RT @SalMasekela Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates",Positive,Positive,0.8913484811782837
RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative,Negative,0.5474497675895691
"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative,Negative,0.9307364821434021
@marklevinshow And INQUISITION  it was ! Very disgusted with @FoxNews moderators especially @megynkelly &amp; Wallace #GOPDebate #NoKellyFiles,Negative,Negative,0.9283127188682556
RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative,Neutral,0.6197106838226318
Trying to find a spot in the #GOPDebate last night so I'm watching it on mute and fast forwarded. Much better this way.,Negative,Neutral,0.6953455209732056
Rand Paul is the only anti-government candidate who actually makes sense. #GOPDebate,Positive,Positive,0.524724006652832
Best anal.  Ysis you will read about last nights debates. #GOPDebate  https://t.co/1BAMWCKIZf,Negative,Positive,0.8794718384742737
"RT @LeaSavoy: Overall view on #GOPDebates...

""I stayed home from work for this?""

My candidate choice has not changed 1 iota.

#CruzCrew",Negative,Neutral,0.7102788686752319
"@feministabulous for your talk about Hillary stealing thunder, what about #BernieSanders live tweets of #GOPDebate??? http://t.co/DcCzAgEJhW",Neutral,Neutral,0.6962741613388062
"RT @pramukta: “Anyone who campaigns for public office becomes disqualified for holding any office at all.” ― Thomas More, Utopia #GOPDebate",Negative,Negative,0.5499862432479858
"""We cannot give away money we don't have"" @RandPaul #ThingsThatShouldBeBasicLogic #GOPDebate",Neutral,Negative,0.7705388069152832
RT @NathanHaynes24: @FoxNews  after last night's #GOPDebate  @RealBenCarson @GovMikeHuckabee  have emerged as my top two,Positive,Positive,0.4941021800041199
RT @lybr3: The consensus seems to be that @FoxNews blew it's chance at hosting a #GOPDebate. The moderators blew it w/ their questions.,Negative,Negative,0.8913083076477051
RT @MotorCityLib: Forget the #GOPdebates and let's talk about this Ronald Raven..,Neutral,Neutral,0.6370363235473633
These people cannot run our country. I am literally afraid that they will. That cannot happen. #GOPDebates,Negative,Negative,0.9532926082611084
"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative,Negative,0.9130575060844421
RT @Politics_PR: The #GOPDebate Showed How #FoxNews Enforces Republican Orthodoxy: http://t.co/3rnrI9CBvD #p2 http://t.co/6981eqojZn,Negative,Neutral,0.7351480722427368
The real question should be as president of the USA will you defund #PlannedParenthood #GOPDebate,Neutral,Negative,0.5935242176055908
RT @slackadjuster: I Would Like To Thank All #GOPDebate Candydates Tonight For Proving Why NO ONE Should Ever Vote @gop Again #tcot http://…,Negative,Negative,0.7957867980003357
RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Negative,Negative,0.4847528338432312
"Rush: ""Not one of the 9 other candidates on the stage joined Megan Kelly in going after Donald Trump"" #GOPDebate",Neutral,Neutral,0.7409898042678833
Dr. King says his dream became a nightmare... https://t.co/YBo1Weii6U  #JusticeOrElse #GOPDebate,Negative,Neutral,0.7913575768470764
RT @SupermanHotMale: NO MORE BUSHS... FUCK YOU JEB #GopDebates,Negative,Negative,0.9328150749206543
RT @AprilDRyan: One question on $blacklivesmatter for the #GOPDebate  and moved on.,Negative,Neutral,0.7755299210548401
Definitely in need of a new tax system. #GOPDebates,Negative,Negative,0.5620887279510498
RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative,Neutral,0.4894941449165344
RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,Negative,Neutral,0.7924673557281494
"RT @TheBenWalters: Thanks to Trump, the #GOPDebate shattered viewership records. Many voters introduced to candidates they wouldn't know ex…",Positive,Neutral,0.4548646807670593
RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,Neutral,Neutral,0.4929337799549103
".@ppact can sell baby parts for profit, or whatever you want to call it, but Trump can't call a woman a slob. #GOPDebate #PC #Trump2016",Positive,Negative,0.7400888204574585
